qid,target_relation,questions,relation_id,relation_labels
Q132311,P136,what is a book in the fantasy genre,"dict_keys(['field of work', 'instance of', 'genre', 'subclass of', 'movement', ""category's main topic"", 'interested in', 'part of', 'different from', 'main subject', 'category combines topics', 'facet of', ""Wikimedia portal's main topic"", 'partially coincident with', 'item for this sense', 'field of usage', 'is metaclass for', 'named after'])","dict_values(['P101', 'P31', 'P136', 'P279', 'P135', 'P301', 'P2650', 'P361', 'P1889', 'P921', 'P971', 'P1269', 'P1204', 'P1382', 'P5137', 'P9488', 'P8225', 'P138'])"
Q5216959,P364,Which language is daniel deronda in,dict_keys(['derivative work']),dict_values(['P4969'])
Q7316696,P162,who is the producer of the rethink afghanistan film,dict_keys([]),dict_values([])
Q6276136,P364,which asian language is spoken in the film joot?,dict_keys([]),dict_values([])
Q6766617,P106,What is the profession of mark avery,dict_keys(['different from']),dict_values(['P1889'])
Q181001,P136,what's an erotica film that was released in 1995,"dict_keys(['field of work', 'instance of', 'genre', 'subclass of', 'named after', 'has part(s)', 'different from', 'depicts', 'main subject', 'category combines topics', 'template has topic', 'facet of', 'interested in', ""category's main topic""])","dict_values(['P101', 'P31', 'P136', 'P279', 'P138', 'P527', 'P1889', 'P180', 'P921', 'P971', 'P1423', 'P1269', 'P2650', 'P301'])"
Q1261570,P40,Who is frank gifford children,"dict_keys(['cast member', 'spouse', 'father', 'winner'])","dict_values(['P161', 'P26', 'P22', 'P1346'])"
Q4129571,P40,who was nikita vysotsky's father,"dict_keys(['child', 'director', 'screenwriter', 'cast member', 'producer', 'director / manager', 'sibling'])","dict_values(['P40', 'P57', 'P58', 'P161', 'P162', 'P1037', 'P3373'])"
Q3368532,P509,what was the cause of death for pat coombs,dict_keys(['cast member']),dict_values(['P161'])
Q1100830,P140,what religion does eddie nash practice,"dict_keys(['owned by', 'characters'])","dict_values(['P127', 'P674'])"
Q537996,P31,what is the category of the object 9764 morgenstern?,"dict_keys(['follows', 'followed by'])","dict_values(['P155', 'P156'])"
Q7519310,P21,which gender is simon may,"dict_keys(['composer', 'producer', 'performer', 'different from'])","dict_values(['P86', 'P162', 'P175', 'P1889'])"
Q16252202,P136,What genre is the film The Kid from Texas?,dict_keys([]),dict_values([])
Q153381,P19,where was kiro gligorov born,dict_keys(['spouse']),dict_values(['P26'])
Q506182,P21,"is john frederick i, elector of saxony a male or female","dict_keys(['father', 'spouse', 'child', 'owned by', 'depicts', 'commemorates', 'main subject', 'characters', 'sibling', 'relative'])","dict_values(['P22', 'P26', 'P40', 'P127', 'P180', 'P547', 'P921', 'P674', 'P3373', 'P1038'])"
Q3220782,P136,Which genre of film is the chameleon?,dict_keys([]),dict_values([])
Q561484,P136,does antonello venditti play pop music or opera,"dict_keys(['father', 'author', 'composer', 'founded by', 'producer', 'cast member', 'performer', ""category's main topic"", 'partner in business or sport', 'has part(s)', 'category combines topics'])","dict_values(['P22', 'P50', 'P86', 'P112', 'P162', 'P161', 'P175', 'P301', 'P1327', 'P527', 'P971'])"
Q9152989,P21,What gender is andrzej mrozek,dict_keys(['cast member']),dict_values(['P161'])
Q7732664,P364,what is the original language of the written work the everafter war?,dict_keys(['edition or translation of']),dict_values(['P629'])
Q201712,P1142,What political party supports social liberalism,"dict_keys(['main subject', 'movement', 'subclass of', 'political ideology', ""category's main topic"", 'political alignment'])","dict_values(['P921', 'P135', 'P279', 'P1142', 'P301', 'P1387'])"
Q626406,P413,What position is arash borhani assigned to in football,"dict_keys(['screenwriter', 'statistical leader'])","dict_values(['P58', 'P3279'])"
Q2942,P19,which entomologist was born in solingen?,"dict_keys(['item for this sense', 'place of birth', 'place of death', 'shares border with', 'located in the administrative territorial entity', 'contains the administrative territorial entity', 'headquarters location', 'twinned administrative body', 'residence', 'location', 'work location', 'location of formation', 'operator', ""category's main topic"", 'has part(s)', 'category combines topics', 'start point', 'owned by', 'named after', 'main subject', 'applies to jurisdiction', 'source of material', 'place of publication', 'creator', 'destination point', 'location of creation'])","dict_values(['P5137', 'P19', 'P20', 'P47', 'P131', 'P150', 'P159', 'P190', 'P551', 'P276', 'P937', 'P740', 'P137', 'P301', 'P527', 'P971', 'P1427', 'P127', 'P138', 'P921', 'P1001', 'P2647', 'P291', 'P170', 'P1444', 'P1071'])"
Q160627,P50,what is a book written by alfred russel wallace,"dict_keys(['author', 'spouse', 'child', 'main subject', 'named after', 'winner', ""category's main topic"", 'influenced by', 'employer', 'discoverer or inventor', 'dedicated to'])","dict_values(['P50', 'P26', 'P40', 'P921', 'P138', 'P1346', 'P301', 'P737', 'P108', 'P61', 'P825'])"
Q276217,P123,Who published the game  halo: combat evolved,"dict_keys(['based on', 'present in work', 'has part(s)', 'follows', 'Wikidata property example', 'expansion of', 'first appearance'])","dict_values(['P144', 'P1441', 'P527', 'P155', 'P1855', 'P8646', 'P4584'])"
Q7968571,P136,what kind of movie is war and love,dict_keys([]),dict_values([])
Q1810886,P495,What county did la vie de chateau originate?,dict_keys([]),dict_values([])
Q519064,P19,What city was eleanor hallowell abbott born?,dict_keys(['author']),dict_values(['P50'])
Q4410415,P413,what is ryo nagai's football position,dict_keys([]),dict_values([])
Q6607,P1303,who is a musician that plays guitar,"dict_keys(['subclass of', 'part of', 'is a list of', 'has part(s)', 'has use', 'depicts', 'said to be the same as', ""category's main topic"", 'instance of', 'instrumentation', 'main subject', 'instrument', 'product or material produced', 'category combines topics', 'carries scientific instrument', 'occupation', 'field of work', 'item operated', 'named after', 'genre', 'based on', 'permanent duplicated item', 'uses', 'item for this sense', 'partially coincident with', 'template has topic', 'different from'])","dict_values(['P279', 'P361', 'P360', 'P527', 'P366', 'P180', 'P460', 'P301', 'P31', 'P870', 'P921', 'P1303', 'P1056', 'P971', 'P1202', 'P106', 'P101', 'P121', 'P138', 'P136', 'P144', 'P2959', 'P2283', 'P5137', 'P1382', 'P1423', 'P1889'])"
Q5075200,P19,Where was charles arthur ayre born,dict_keys([]),dict_values([])
Q2635045,P19,where was simon church born?,dict_keys(['participant']),dict_values(['P710'])
Q38848,P136,Who is an artist in the heavy metal genre?,"dict_keys(['has part(s)', 'instance of', 'field of work', 'genre', 'field of this occupation', 'part of', 'industry', 'record label', 'subclass of', 'influenced by', 'main subject', ""category's main topic"", 'inspired by', 'category combines topics', 'facet of', ""Wikimedia portal's main topic"", 'named after'])","dict_values(['P527', 'P31', 'P101', 'P136', 'P425', 'P361', 'P452', 'P264', 'P279', 'P737', 'P921', 'P301', 'P941', 'P971', 'P1269', 'P1204', 'P138'])"
Q2656457,P136,what kind of movie is madeleine,dict_keys([]),dict_values([])
Q1139752,P136,What is the genre of the album feed me weird things,"dict_keys(['follows', 'followed by'])","dict_values(['P155', 'P156'])"
Q12457804,P57,who directed sujata,dict_keys(['cast member']),dict_values(['P161'])
Q4542680,P31,what is (27738) 1990 tt4 exactly,"dict_keys(['followed by', 'follows'])","dict_values(['P156', 'P155'])"
Q5239682,P21,what is david shaughnessy's gender?,"dict_keys(['father', 'spouse', 'child', 'performer', 'cast member', 'voice actor', 'sibling'])","dict_values(['P22', 'P26', 'P40', 'P175', 'P161', 'P725', 'P3373'])"
Q313115,P40,who is britannicus's parent?,"dict_keys(['child', 'named after', 'depicts', 'characters', 'main subject', 'sibling'])","dict_values(['P40', 'P138', 'P180', 'P674', 'P921', 'P3373'])"
Q3086849,P19,Where was fred holmes born,dict_keys(['cast member']),dict_values(['P161'])
Q2895948,P175,who does the album live at the 1988 montreux jazz festival belong,dict_keys(['followed by']),dict_values(['P156'])
Q7733711,P136,what music genre is the fiancée,"dict_keys(['follows', 'followed by'])","dict_values(['P155', 'P156'])"
Q918205,P196,What celestial body is 4927 oconnell a part of?,"dict_keys(['follows', 'followed by'])","dict_values(['P155', 'P156'])"
Q7732797,P136,what kind of book is the exile kiss,"dict_keys(['followed by', 'edition or translation of'])","dict_values(['P156', 'P629'])"
Q2588685,P27,Where is natalya murashkevich from,"dict_keys(['mother', 'cast member', 'voice actor', 'performer'])","dict_values(['P25', 'P161', 'P725', 'P175'])"
Q969366,P136,Which genre of music is on the album youth & young manhood,"dict_keys(['followed by', 'follows', 'part of', 'contains'])","dict_values(['P156', 'P155', 'P361', 'P4330'])"
Q222052,P413,who is a center (basketball) player from the Pistons?,"dict_keys(['position played on team / speciality', 'different from', ""category's main topic"", 'item for this sense'])","dict_values(['P413', 'P1889', 'P301', 'P5137'])"
Q4543172,P397,around which main star does (35317) 1997 aq23 gravitate,"dict_keys(['followed by', 'follows'])","dict_values(['P156', 'P155'])"
Q17017808,P364,What is the original language of october the first is too late?,dict_keys(['notable work']),dict_values(['P800'])
Q336286,P413,which french football player played defender position?,"dict_keys(['position played on team / speciality', 'subclass of', ""category's main topic"", 'position held', 'occupation', 'composer', 'item for this sense', 'subject has role', 'different from', 'category combines topics', 'fictional analog of', 'opposite of'])","dict_values(['P413', 'P279', 'P301', 'P39', 'P106', 'P86', 'P5137', 'P2868', 'P1889', 'P971', 'P1074', 'P461'])"
Q24862,P136,what is an example of a short film?,"dict_keys(['instance of', 'original film format', 'is a list of', 'industry', 'opposite of', 'subclass of', 'category contains', ""category's main topic"", 'main subject', 'fabrication method', 'category combines topics', 'product or material produced', 'facet of', 'has part(s) of the class', 'greater than', 'interested in', 'item for this sense', 'published in', 'form of creative work', 'has part(s)', 'genre', 'field of work', 'occupation'])","dict_values(['P31', 'P3803', 'P360', 'P452', 'P461', 'P279', 'P4224', 'P301', 'P921', 'P2079', 'P971', 'P1056', 'P1269', 'P2670', 'P5135', 'P2650', 'P5137', 'P1433', 'P7937', 'P527', 'P136', 'P101', 'P106'])"
Q4870723,P276,Where was the historic battle of chestnut neck fought?,dict_keys(['conflict']),dict_values(['P607'])
Q190252,P421,What's a city that uses eastern european time,"dict_keys(['located in time zone', 'said to be the same as'])","dict_values(['P421', 'P460'])"
Q3279460,P136,what kind of show was pole position?,dict_keys([]),dict_values([])
Q1132810,P136,what kind of game is onimusha 2?,dict_keys([]),dict_values([])
Q7828619,P136,what genre of fiction is touch not the cat,dict_keys(['notable work']),dict_values(['P800'])
Q2791175,P421,duquesne falls into what time zone,dict_keys([]),dict_values([])
Q981763,P106,What is the profession of hisham talaat moustafa?,dict_keys(['spouse']),dict_values(['P26'])
Q2640635,P131,what county is in plainville?,"dict_keys(['located in the administrative territorial entity', 'licensed to broadcast to'])","dict_values(['P131', 'P1408'])"
Q2907921,P413,what is bobby ayala baseball position,dict_keys([]),dict_values([])
Q11399,P136,Who plays rock music in england?,"dict_keys(['depicts', 'field of work', 'record label', 'genre', 'subclass of', 'occupation', 'movement', 'is metaclass for', 'is a list of', 'part of', 'radio format', 'influenced by', 'interested in', 'field of this occupation', 'notable work', 'main subject', 'category combines topics', ""Wikimedia portal's main topic"", 'facet of', 'template has topic', 'item for this sense', 'has quality', 'Wikidata property example', ""category's main topic"", 'named after', 'based on'])","dict_values(['P180', 'P101', 'P264', 'P136', 'P279', 'P106', 'P135', 'P8225', 'P360', 'P361', 'P415', 'P737', 'P2650', 'P425', 'P800', 'P921', 'P971', 'P1204', 'P1269', 'P1423', 'P5137', 'P1552', 'P1855', 'P301', 'P138', 'P144'])"
Q57143,P136,who is an artist that creates power metal music,"dict_keys(['genre', 'subclass of', ""category's main topic"", 'instance of'])","dict_values(['P136', 'P279', 'P301', 'P31'])"
Q2412325,P86,which person composed for you blue?,"dict_keys(['recording or performance of', 'tracklist'])","dict_values(['P2550', 'P658'])"
Q7439479,P136,what film genre is scum of the earth?,dict_keys([]),dict_values([])
Q2998758,P136,what type of film is werewolf,dict_keys([]),dict_values([])
Q5469497,P364,What is the language of forever in my heart?,dict_keys([]),dict_values([])
Q595612,P136,which netflix genre contains the movie de-lovely,dict_keys([]),dict_values([])
Q69102,P19,Where was friedrich hitzig born,"dict_keys(['father', 'child', 'architect', 'named after', 'main subject', ""category's main topic"", 'inscription mentions', 'student of'])","dict_values(['P22', 'P40', 'P84', 'P138', 'P921', 'P301', 'P6568', 'P1066'])"
Q4741246,P27,what is the nationality of  amber hall,dict_keys([]),dict_values([])
Q20378,P136,alternative metal can be seen in what album?,"dict_keys(['genre', 'subclass of', ""category's main topic"", 'influenced by'])","dict_values(['P136', 'P279', 'P301', 'P737'])"
Q7342972,P607,what war was robert cleveland apart of,dict_keys([]),dict_values([])
Q104712,P19,Name a person born in Elbing?,"dict_keys(['place of birth', 'place of death', 'capital', 'place of burial', 'shares border with', 'contains the administrative territorial entity', 'twinned administrative body', 'located in the administrative territorial entity', 'work location', 'residence', 'headquarters location', 'location', ""category's main topic"", 'terminus location', 'location of formation', 'category combines topics', 'location of creation', 'main subject', 'named after', 'depicts', 'destination point'])","dict_values(['P19', 'P20', 'P36', 'P119', 'P47', 'P150', 'P190', 'P131', 'P937', 'P551', 'P159', 'P276', 'P301', 'P609', 'P740', 'P971', 'P1071', 'P921', 'P138', 'P180', 'P1444'])"
Q43845,P106,who is a real estate businessman,"dict_keys(['instance of', 'position held', 'occupation', 'has part(s)', 'field of work', 'depicts', 'subclass of', ""category's main topic"", 'different from', 'intended public', 'main subject', 'category combines topics', 'members have occupation', 'participant', 'is a list of', 'said to be the same as', 'item for this sense', 'employer'])","dict_values(['P31', 'P39', 'P106', 'P527', 'P101', 'P180', 'P279', 'P301', 'P1889', 'P2360', 'P921', 'P971', 'P3989', 'P710', 'P360', 'P460', 'P5137', 'P108'])"
Q11399,P136,What artist is known for rock music?,"dict_keys(['depicts', 'field of work', 'record label', 'genre', 'subclass of', 'occupation', 'movement', 'is metaclass for', 'is a list of', 'part of', 'radio format', 'influenced by', 'interested in', 'field of this occupation', 'notable work', 'main subject', 'category combines topics', ""Wikimedia portal's main topic"", 'facet of', 'template has topic', 'item for this sense', 'has quality', 'Wikidata property example', ""category's main topic"", 'named after', 'based on'])","dict_values(['P180', 'P101', 'P264', 'P136', 'P279', 'P106', 'P135', 'P8225', 'P360', 'P361', 'P415', 'P737', 'P2650', 'P425', 'P800', 'P921', 'P971', 'P1204', 'P1269', 'P1423', 'P5137', 'P1552', 'P1855', 'P301', 'P138', 'P144'])"
Q183387,P264,Which artist belongs to the columbia records label?,"dict_keys(['business division', 'record label', 'employer', 'publisher', 'operator', 'founded by', 'parent organization', 'distributed by', 'sponsor', 'category combines topics', 'Wikidata property example', 'product or material produced', 'different from', ""category's main topic"", 'has subsidiary'])","dict_values(['P199', 'P264', 'P108', 'P123', 'P137', 'P112', 'P749', 'P750', 'P859', 'P971', 'P1855', 'P1056', 'P1889', 'P301', 'P355'])"
Q528605,P131,what county would you find grand view,dict_keys(['terminus location']),dict_values(['P609'])
Q3698811,P136,what genre of music was exhibited by the album cry for you,"dict_keys(['followed by', 'follows'])","dict_values(['P156', 'P155'])"
Q1064470,P27,does charles nationality belong to the united states or spain,"dict_keys(['screenwriter', 'author'])","dict_values(['P58', 'P50'])"
Q290223,P27,what is arnold martignoni's nationality?,dict_keys([]),dict_values([])
Q265782,P21,is noémie lenoir male or female,"dict_keys(['cast member', 'Wikidata property example', 'different from'])","dict_values(['P161', 'P1855', 'P1889'])"
Q16006770,P20,which city did herb hall pass away,dict_keys([]),dict_values([])
Q525,P398,What is the name of something that orbits the sun,"dict_keys(['part of', 'parent astronomical body', 'depicts', 'named after', 'instance of', 'field of work', 'powered by', 'has part(s)', 'source of energy', 'made from material', ""category's main topic"", 'location', 'domain of saint or deity', 'permanent duplicated item', 'uses', 'child astronomical body', 'item for this sense', 'main subject', 'narrative location', 'has cause', 'category combines topics', 'inspired by', 'fictional analog of', 'home world', 'represents', 'facet of', 'destination point', 'template has topic', 'has contributing factor', 'different from', 'Wikidata property example', 'model item', 'has pattern', 'based on'])","dict_values(['P361', 'P397', 'P180', 'P138', 'P31', 'P101', 'P516', 'P527', 'P618', 'P186', 'P301', 'P276', 'P2925', 'P2959', 'P2283', 'P398', 'P5137', 'P921', 'P840', 'P828', 'P971', 'P941', 'P1074', 'P1165', 'P1268', 'P1269', 'P1444', 'P1423', 'P1479', 'P1889', 'P1855', 'P5869', 'P5422', 'P144'])"
Q2150602,P1303,what instrument does richard shindell play,dict_keys(['performer']),dict_values(['P175'])
Q4673018,P413,what position does ace williams play,dict_keys([]),dict_values([])
Q3206072,P123,what games have been produced by ljn?,"dict_keys(['publisher', 'manufacturer', 'distributed by', 'developer', 'replaces'])","dict_values(['P123', 'P176', 'P750', 'P178', 'P1365'])"
Q7795964,P364,what was the original language for thongor of lemuria,"dict_keys(['follows', 'followed by', 'influenced by'])","dict_values(['P155', 'P156', 'P737'])"
Q5460358,P19,Where in Scotland was flora stevenson born?,"dict_keys(['sibling', 'child'])","dict_values(['P3373', 'P40'])"
Q5582857,P136,What is the genre of the film titled good night,dict_keys([]),dict_values([])
Q406,P19,Name someone who was born in istanbul,"dict_keys(['place of birth', 'country', 'location of formation', 'residence', 'narrative location', 'country of origin', 'home port', 'port of registry', 'filming location', 'main subject', 'place served by transport hub', 'work location', 'depicts', 'twinned administrative body', 'location of discovery', 'place of publication', 'location', 'part of', 'said to be the same as', ""category's main topic"", 'has subsidiary', 'located in/on physical feature', 'organizer', 'coextensive with', 'item for this sense', 'terminus location', 'category combines topics', 'operating area', 'recording location', 'place of death', 'location of creation', 'applies to jurisdiction', 'licensed to broadcast to', 'partially coincident with', 'start point', ""Wikimedia portal's main topic"", 'facet of', 'replaced by', 'template has topic', 'published in', 'connects with', 'place of detention', 'destination point', 'significant place', 'permanent duplicated item', 'for work', 'research site', 'place of burial', 'maintained by', 'owned by', 'located in the administrative territorial entity', 'capital', 'country of citizenship', 'educated at', 'home venue', 'employer', 'headquarters location', 'named after', 'contains the administrative territorial entity', 'followed by'])","dict_values(['P19', 'P17', 'P740', 'P551', 'P840', 'P495', 'P504', 'P532', 'P915', 'P921', 'P931', 'P937', 'P180', 'P190', 'P189', 'P291', 'P276', 'P361', 'P460', 'P301', 'P355', 'P706', 'P664', 'P3403', 'P5137', 'P609', 'P971', 'P2541', 'P8546', 'P20', 'P1071', 'P1001', 'P1408', 'P1382', 'P1427', 'P1204', 'P1269', 'P1366', 'P1423', 'P1433', 'P2789', 'P2632', 'P1444', 'P7153', 'P2959', 'P1686', 'P6153', 'P119', 'P126', 'P127', 'P131', 'P36', 'P27', 'P69', 'P115', 'P108', 'P159', 'P138', 'P150', 'P156'])"
Q7089074,P57,Who directed the film titled olympic games,dict_keys([]),dict_values([])
Q336286,P413,who is the former defender for alloa,"dict_keys(['position played on team / speciality', 'subclass of', ""category's main topic"", 'position held', 'occupation', 'composer', 'item for this sense', 'subject has role', 'different from', 'category combines topics', 'fictional analog of', 'opposite of'])","dict_values(['P413', 'P279', 'P301', 'P39', 'P106', 'P86', 'P5137', 'P2868', 'P1889', 'P971', 'P1074', 'P461'])"
Q511439,P136,What kind of music is idea,"dict_keys(['part of', 'published in', 'contains', 'different from'])","dict_values(['P361', 'P1433', 'P4330', 'P1889'])"
Q1142885,P413,who was an outfielder for the new york yankees?,"dict_keys(['subclass of', 'position played on team / speciality', 'item for this sense', 'occupation', ""category's main topic"", 'participant', 'position held'])","dict_values(['P279', 'P413', 'P5137', 'P106', 'P301', 'P710', 'P39'])"
Q605192,P27,Of which nationality does biernat of lublin associate with,"dict_keys(['author', ""category's main topic"", 'main subject'])","dict_values(['P50', 'P301', 'P921'])"
Q20378,P136,What's an example of a alternative metal album?,"dict_keys(['genre', 'subclass of', ""category's main topic"", 'influenced by'])","dict_values(['P136', 'P279', 'P301', 'P737'])"
Q1824941,P495,what country is beyond the rocks filmed in,dict_keys([]),dict_values([])
Q159638,P344,Who did the cinematography for the film blade ii?,"dict_keys(['follows', 'present in work', 'followed by', 'has part(s)', 'fictional universe described in', 'derivative work'])","dict_values(['P155', 'P1441', 'P156', 'P527', 'P1445', 'P4969'])"
Q7807885,P21,Is tina darragh a male or female,dict_keys([]),dict_values([])
Q2150277,P27,which country is vincent croiset from,"dict_keys(['cast member', 'sibling', 'child'])","dict_values(['P161', 'P3373', 'P40'])"
Q19842222,P136,what is a 1988 crime fiction movie,dict_keys([]),dict_values([])
Q831354,P136,What is the name of the weather channels smooth jazz album,"dict_keys(['genre', 'facet of', ""category's main topic"", 'radio format'])","dict_values(['P136', 'P1269', 'P301', 'P415'])"
Q891229,P19,Who was born in boksburg?,"dict_keys(['place of birth', 'place of death', 'located in the administrative territorial entity', 'headquarters location', 'location', ""category's main topic"", 'filming location', 'category combines topics'])","dict_values(['P19', 'P20', 'P131', 'P159', 'P276', 'P301', 'P915', 'P971'])"
Q2290711,P86,who is the composer for dosed,"dict_keys(['follows', 'followed by'])","dict_values(['P155', 'P156'])"
Q3499732,P136,What netflix genre best describes stones in exile,dict_keys([]),dict_values([])
Q5495932,P138,who was fred meyer named after,dict_keys(['has subsidiary']),dict_values(['P355'])
Q7325,P172,Who is one of the jewish people,"dict_keys(['item for this sense', 'ethnic group', 'instance of', 'religion or worldview', 'named after', 'subclass of', 'target', 'part of', 'participant', 'main subject', 'opposite of', 'depicts', 'characters', 'based on', 'category combines topics', 'religious order', 'facet of', 'studies', 'intended public', 'inscription mentions', 'has part(s)', 'culture', 'indigenous to', 'diaspora', 'different from', 'field of work', 'interested in', 'genre', ""category's main topic"", 'category contains', 'is a list of', 'commemorates', 'used by', 'country of citizenship', 'allegiance', 'people or cargo transported', 'affiliation', 'victim', 'template has topic'])","dict_values(['P5137', 'P172', 'P31', 'P140', 'P138', 'P279', 'P533', 'P361', 'P710', 'P921', 'P461', 'P180', 'P674', 'P144', 'P971', 'P611', 'P1269', 'P2578', 'P2360', 'P6568', 'P527', 'P2596', 'P2341', 'P3833', 'P1889', 'P101', 'P2650', 'P136', 'P301', 'P4224', 'P360', 'P547', 'P1535', 'P27', 'P945', 'P3437', 'P1416', 'P8032', 'P1423'])"
Q2543862,P123,Who is the publisher behind the game rock band 3?,dict_keys([]),dict_values([])
Q7492921,P140,what is the religion of sheikh haron,dict_keys([]),dict_values([])
Q3932196,P162,which movie was produced by reid carolin,"dict_keys(['director', 'screenwriter', 'executive producer', 'producer', 'cast member'])","dict_values(['P57', 'P58', 'P1431', 'P162', 'P161'])"
Q768257,P27,What is the nationality of joseph augustine di noia,dict_keys([]),dict_values([])
Q122741,P123,What arcade game did sega publish?,"dict_keys(['publisher', 'employer', 'developer', 'based on', 'manufacturer', 'parent organization', 'owned by', 'distributed by', 'Wikidata property example', 'creator', 'production company', 'performer', 'designed by', 'record label', 'plaintiff', ""category's main topic"", 'template has topic', ""Wikimedia portal's main topic"", 'category combines topics', 'has subsidiary', 'translator', 'different from', 'used by', 'has part(s)', 'after a work by', 'main subject', 'facet of', 'copyright license', 'advertises', 'producer'])","dict_values(['P123', 'P108', 'P178', 'P144', 'P176', 'P749', 'P127', 'P750', 'P1855', 'P170', 'P272', 'P175', 'P287', 'P264', 'P1620', 'P301', 'P1423', 'P1204', 'P971', 'P355', 'P655', 'P1889', 'P1535', 'P527', 'P1877', 'P921', 'P1269', 'P275', 'P6291', 'P162'])"
Q4522303,P413,which position on the field did vladimir shevchuk play,dict_keys([]),dict_values([])
Q1071402,P58,Who wrote  the film cheyenne autumn,dict_keys([]),dict_values([])
Q7956186,P1408,Which area does wthx serve,dict_keys([]),dict_values([])
Q598338,P272,which company produced blood work (film),dict_keys(['derivative work']),dict_values(['P4969'])
Q539676,P106,What is Ram Chaves profession?,dict_keys([]),dict_values([])
Q2204078,P19,Which Nigerian football player was born in Kalba?,"dict_keys(['place of birth', 'located in the administrative territorial entity', 'headquarters location', 'location'])","dict_values(['P19', 'P131', 'P159', 'P276'])"
Q7998560,P136,what is the genre of the film wide awake,dict_keys([]),dict_values([])
Q2070380,P136,What type of fiction book is the tombs of atuan,"dict_keys(['based on', 'follows', 'followed by', 'has part(s)', 'edition or translation of', 'present in work'])","dict_values(['P144', 'P155', 'P156', 'P527', 'P629', 'P1441'])"
Q15196179,P20,ha geun-chan died in what korean city?,dict_keys(['author']),dict_values(['P50'])
Q3328134,P1142,what ideology does revolutionary workers' party follow,"dict_keys(['member of political party', 'candidate', 'has part(s)'])","dict_values(['P102', 'P726', 'P527'])"
Q192156,P179,what game is in the series call of duty?,"dict_keys(['named after', 'part of the series', 'sport', 'main subject', ""category's main topic"", 'inspired by', 'template has topic', 'present in work', 'fictional universe described in', 'Wikidata property example', 'different from', 'sports discipline competed in'])","dict_values(['P138', 'P179', 'P641', 'P921', 'P301', 'P941', 'P1423', 'P1441', 'P1445', 'P1855', 'P1889', 'P2416'])"
Q990470,P19,"Who is someone that was born in kamsack, saskatchewan","dict_keys(['place of birth', 'shares border with', 'place of death', 'location'])","dict_values(['P19', 'P47', 'P20', 'P276'])"
Q154111,P136,what type of music does st. anger create,"dict_keys(['based on', 'follows', 'part of', 'has part(s)', 'different from'])","dict_values(['P144', 'P155', 'P361', 'P527', 'P1889'])"
Q4798451,P19,Where was arthur desmond born?,dict_keys(['author']),dict_values(['P50'])
Q2900559,P86,Who did the music on the film orchestra wives,dict_keys([]),dict_values([])
Q283407,P407,which language is as-salam al-malaki al-urduni composed in,dict_keys(['anthem']),dict_values(['P85'])
Q4955718,P364,What language is brain rush in?,dict_keys([]),dict_values([])
Q939846,P276,Where did super bowl iii take place?,"dict_keys(['followed by', 'follows'])","dict_values(['P156', 'P155'])"
Q24826,P19,who was born in liverpool,"dict_keys(['item for this sense', 'place of birth', 'residence', 'twinned administrative body', 'applies to jurisdiction', 'location of formation', 'place of death', 'place of burial', 'named after', 'located in the administrative territorial entity', 'headquarters location', 'capital', 'location', 'home port', 'port of registry', 'narrative location', 'filming location', 'place served by transport hub', 'work location', 'domain of saint or deity', 'start point', 'connects with', 'destination point', 'member of sports team', 'licensed to broadcast to', 'category combines topics', 'place of publication', 'main subject', 'location of creation', 'set in environment', 'operator', 'primary destinations', 'indigenous to', ""Wikimedia portal's main topic"", 'recorded at studio or venue', 'different from', 'located on street', 'depicts', 'facet of', ""category's main topic"", 'operating area', 'terminus location', 'ancestral home', 'terminus'])","dict_values(['P5137', 'P19', 'P551', 'P190', 'P1001', 'P740', 'P20', 'P119', 'P138', 'P131', 'P159', 'P36', 'P276', 'P504', 'P532', 'P840', 'P915', 'P931', 'P937', 'P2925', 'P1427', 'P2789', 'P1444', 'P54', 'P1408', 'P971', 'P291', 'P921', 'P1071', 'P8411', 'P137', 'P1302', 'P2341', 'P1204', 'P483', 'P1889', 'P669', 'P180', 'P1269', 'P301', 'P2541', 'P609', 'P66', 'P559'])"
Q651192,P58,who wrote the episode the body,"dict_keys(['followed by', 'has part(s)', 'follows'])","dict_values(['P156', 'P527', 'P155'])"
Q1672348,P19,where is iraj janatie ataie from,"dict_keys(['director', 'lyrics by', 'screenwriter'])","dict_values(['P57', 'P676', 'P58'])"
Q2722943,P20,where did mushtaq ali meet his end,dict_keys(['composer']),dict_values(['P86'])
Q2342818,P495,Which nation filmed carter’s army,dict_keys([]),dict_values([])
Q634724,P57,Who directed the woman in red?,"dict_keys(['derivative work', 'based on'])","dict_values(['P4969', 'P144'])"
Q350704,P86,what film did max steiner contribute music to,"dict_keys(['composer', 'spouse', 'screenwriter', 'child', 'influenced by', 'category combines topics', 'main subject'])","dict_values(['P86', 'P26', 'P58', 'P40', 'P737', 'P971', 'P921'])"
Q2618897,P31,what kind of celestial object is 17842 jorgegarcia,"dict_keys(['follows', 'followed by'])","dict_values(['P155', 'P156'])"
Q264896,P27,What is the country that mayawati is from?,"dict_keys(['chairperson', 'successful candidate'])","dict_values(['P488', 'P991'])"
Q1683326,P641,What sport does the japan womens national volleyball team play?,"dict_keys(['participant', ""category's main topic"", 'member of sports team', 'facet of', 'winner'])","dict_values(['P710', 'P301', 'P54', 'P1269', 'P1346'])"
Q7764883,P57,who directed the smart aleck,dict_keys([]),dict_values([])
Q6057115,P404,what type of game is interstellar marines,dict_keys([]),dict_values([])
